,Datum,Temperatur,Windgeschwindigkeit,bewoelkung_time,wettercode_knn,temp_category,wettercode_agg,Umsatz,KielerWoche,Warengruppe,Wochentag,is_holiday,id
453,2013-07-13,20.125,12,1,2,medium,1,141.233309883732,0.0,1.0,5.0,0.0,1307131.0
454,2013-07-13,20.125,12,1,2,medium,1,747.140776382576,0.0,2.0,5.0,0.0,1307132.0
455,2013-07-13,20.125,12,1,2,medium,1,340.046632736531,0.0,3.0,5.0,0.0,1307133.0
456,2013-07-13,20.125,12,1,2,medium,1,74.2744737887665,0.0,4.0,5.0,0.0,1307134.0
457,2013-07-13,20.125,12,1,2,medium,1,359.166188843392,0.0,5.0,5.0,0.0,1307135.0
458,2013-07-14,17.6875,15,5,5,medium,2,112.524365708762,0.0,1.0,6.0,0.0,1307141.0
459,2013-07-14,17.6875,15,5,5,medium,2,777.048841669282,0.0,2.0,6.0,0.0,1307142.0
460,2013-07-14,17.6875,15,5,5,medium,2,320.626816189556,0.0,3.0,6.0,0.0,1307143.0
461,2013-07-14,17.6875,15,5,5,medium,2,115.271617188867,0.0,4.0,6.0,0.0,1307144.0
462,2013-07-14,17.6875,15,5,5,medium,2,461.082124524619,0.0,5.0,6.0,0.0,1307145.0
463,2013-07-15,18.7375,12,6,37,medium,2,161.264677322182,0.0,1.0,0.0,0.0,1307151.0
464,2013-07-15,18.7375,12,6,37,medium,2,596.995099998235,0.0,2.0,0.0,0.0,1307152.0
465,2013-07-15,18.7375,12,6,37,medium,2,243.526401440661,0.0,3.0,0.0,0.0,1307153.0
466,2013-07-15,18.7375,12,6,37,medium,2,99.4935305857439,0.0,4.0,0.0,0.0,1307154.0
467,2013-07-15,18.7375,12,6,37,medium,2,380.68369651152,0.0,5.0,0.0,0.0,1307155.0
468,2013-07-16,21.1875,10,1,2,medium,1,116.821358174215,0.0,1.0,1.0,0.0,1307161.0
469,2013-07-16,21.1875,10,1,2,medium,1,558.797138274201,0.0,2.0,1.0,0.0,1307162.0
470,2013-07-16,21.1875,10,1,2,medium,1,287.415464972525,0.0,3.0,1.0,0.0,1307163.0
471,2013-07-16,21.1875,10,1,2,medium,1,91.7796976081033,0.0,4.0,1.0,0.0,1307164.0
472,2013-07-16,21.1875,10,1,2,medium,1,320.43533597922,0.0,5.0,1.0,0.0,1307165.0
473,2013-07-17,22.5125,8,5,62,medium,2,150.572919592838,0.0,1.0,2.0,0.0,1307171.0
474,2013-07-17,22.5125,8,5,62,medium,2,628.325718978073,0.0,2.0,2.0,0.0,1307172.0
475,2013-07-17,22.5125,8,5,62,medium,2,301.777437970497,0.0,3.0,2.0,0.0,1307173.0
476,2013-07-17,22.5125,8,5,62,medium,2,396.99424714406,0.0,5.0,2.0,0.0,1307175.0
477,2013-07-18,23.25,11,1,5,medium,2,101.90072129658,0.0,1.0,3.0,0.0,1307181.0
478,2013-07-18,23.25,11,1,5,medium,2,647.822253705942,0.0,2.0,3.0,0.0,1307182.0
479,2013-07-18,23.25,11,1,5,medium,2,250.426586853024,0.0,3.0,3.0,0.0,1307183.0
480,2013-07-18,23.25,11,1,5,medium,2,89.2058404577425,0.0,4.0,3.0,0.0,1307184.0
481,2013-07-18,23.25,11,1,5,medium,2,300.398790118057,0.0,5.0,3.0,0.0,1307185.0
482,2013-07-19,22.475,16,3,5,medium,2,161.63511518654,0.0,1.0,4.0,0.0,1307191.0
483,2013-07-19,22.475,16,3,5,medium,2,646.788959790823,0.0,2.0,4.0,0.0,1307192.0
484,2013-07-19,22.475,16,3,5,medium,2,287.18828629416,0.0,3.0,4.0,0.0,1307193.0
485,2013-07-19,22.475,16,3,5,medium,2,62.0636098816993,0.0,4.0,4.0,0.0,1307194.0
486,2013-07-19,22.475,16,3,5,medium,2,369.400389277533,0.0,5.0,4.0,0.0,1307195.0
487,2013-07-20,23.1875,8,0,1,medium,1,134.328076682024,0.0,1.0,5.0,0.0,1307201.0
488,2013-07-20,23.1875,8,0,1,medium,1,843.051280035386,0.0,2.0,5.0,0.0,1307202.0
489,2013-07-20,23.1875,8,0,1,medium,1,394.765674710477,0.0,3.0,5.0,0.0,1307203.0
490,2013-07-20,23.1875,8,0,1,medium,1,69.9369965472912,0.0,4.0,5.0,0.0,1307204.0
491,2013-07-20,23.1875,8,0,1,medium,1,346.154004294146,0.0,5.0,5.0,0.0,1307205.0
492,2013-07-21,26.375,8,0,1,high,1,66.2887578161955,0.0,1.0,6.0,0.0,1307211.0
493,2013-07-21,26.375,8,0,1,high,1,815.942264195776,0.0,2.0,6.0,0.0,1307212.0
494,2013-07-21,26.375,8,0,1,high,1,346.658236387984,0.0,3.0,6.0,0.0,1307213.0
495,2013-07-21,26.375,8,0,1,high,1,82.6826868784511,0.0,4.0,6.0,0.0,1307214.0
496,2013-07-21,26.375,8,0,1,high,1,287.443788531561,0.0,5.0,6.0,0.0,1307215.0
497,2013-07-22,26.1,9,0,1,medium,1,131.223948997842,0.0,1.0,0.0,0.0,1307221.0
498,2013-07-22,26.1,9,0,1,medium,1,647.682748973215,0.0,2.0,0.0,0.0,1307222.0
499,2013-07-22,26.1,9,0,1,medium,1,297.712614415266,0.0,3.0,0.0,0.0,1307223.0
500,2013-07-22,26.1,9,0,1,medium,1,99.3353908053911,0.0,4.0,0.0,0.0,1307224.0
501,2013-07-22,26.1,9,0,1,medium,1,356.484067206325,0.0,5.0,0.0,0.0,1307225.0
502,2013-07-23,24.95,12,0,3,medium,1,110.315246796665,0.0,1.0,1.0,0.0,1307231.0
503,2013-07-23,24.95,12,0,3,medium,1,691.043662205889,0.0,2.0,1.0,0.0,1307232.0
504,2013-07-23,24.95,12,0,3,medium,1,323.301431663341,0.0,3.0,1.0,0.0,1307233.0
505,2013-07-23,24.95,12,0,3,medium,1,70.5290024618065,0.0,4.0,1.0,0.0,1307234.0
506,2013-07-23,24.95,12,0,3,medium,1,316.29681714496,0.0,5.0,1.0,0.0,1307235.0
507,2013-07-24,24.075,11,3,21,medium,2,141.891908195545,0.0,1.0,2.0,0.0,1307241.0
508,2013-07-24,24.075,11,3,21,medium,2,698.340862077002,0.0,2.0,2.0,0.0,1307242.0
509,2013-07-24,24.075,11,3,21,medium,2,328.023102507764,0.0,3.0,2.0,0.0,1307243.0
510,2013-07-24,24.075,11,3,21,medium,2,83.5816326885927,0.0,4.0,2.0,0.0,1307244.0
511,2013-07-24,24.075,11,3,21,medium,2,327.339400651794,0.0,5.0,2.0,0.0,1307245.0
512,2013-07-25,23.0875,9,2,14,medium,2,167.701216640907,0.0,1.0,3.0,0.0,1307251.0
513,2013-07-25,23.0875,9,2,14,medium,2,681.250768331783,0.0,2.0,3.0,0.0,1307252.0
514,2013-07-25,23.0875,9,2,14,medium,2,280.809721012322,0.0,3.0,3.0,0.0,1307253.0
515,2013-07-25,23.0875,9,2,14,medium,2,65.8902979709521,0.0,4.0,3.0,0.0,1307254.0
516,2013-07-25,23.0875,9,2,14,medium,2,303.192537586556,0.0,5.0,3.0,0.0,1307255.0
517,2013-07-26,27.2625,6,3,46,medium,2,147.272084366206,0.0,1.0,4.0,0.0,1307261.0
518,2013-07-26,27.2625,6,3,46,medium,2,718.016648132155,0.0,2.0,4.0,0.0,1307262.0
519,2013-07-26,27.2625,6,3,46,medium,2,352.293883343641,0.0,3.0,4.0,0.0,1307263.0
520,2013-07-26,27.2625,6,3,46,medium,2,53.1984562311259,0.0,4.0,4.0,0.0,1307264.0
521,2013-07-26,27.2625,6,3,46,medium,2,331.522091778847,0.0,5.0,4.0,0.0,1307265.0
522,2013-07-27,26.1625,10,1,0,medium,1,161.403357795112,0.0,1.0,5.0,0.0,1307271.0
523,2013-07-27,26.1625,10,1,0,medium,1,855.619095347599,0.0,2.0,5.0,0.0,1307272.0
524,2013-07-27,26.1625,10,1,0,medium,1,382.965879977945,0.0,3.0,5.0,0.0,1307273.0
525,2013-07-27,26.1625,10,1,0,medium,1,358.892714466409,0.0,5.0,5.0,0.0,1307275.0
526,2013-07-28,24.8875,13,4,61,medium,3,86.0791432446654,0.0,1.0,6.0,0.0,1307281.0
527,2013-07-28,24.8875,13,4,61,medium,3,871.802546455837,0.0,2.0,6.0,0.0,1307282.0
528,2013-07-28,24.8875,13,4,61,medium,3,360.096105223697,0.0,3.0,6.0,0.0,1307283.0
529,2013-07-28,24.8875,13,4,61,medium,3,437.824795495097,0.0,5.0,6.0,0.0,1307285.0
530,2013-07-29,22.7875,10,1,7,medium,2,183.564164400591,0.0,1.0,0.0,0.0,1307291.0
531,2013-07-29,22.7875,10,1,7,medium,2,672.50214523923,0.0,2.0,0.0,0.0,1307292.0
532,2013-07-29,22.7875,10,1,7,medium,2,356.033434735079,0.0,3.0,0.0,0.0,1307293.0
533,2013-07-29,22.7875,10,1,7,medium,2,368.951029057165,0.0,5.0,0.0,0.0,1307295.0
534,2013-07-30,21.075,13,5,21,medium,2,132.111640117897,0.0,1.0,1.0,0.0,1307301.0
535,2013-07-30,21.075,13,5,21,medium,2,690.117757120039,0.0,2.0,1.0,0.0,1307302.0
536,2013-07-30,21.075,13,5,21,medium,2,354.531775116541,0.0,3.0,1.0,0.0,1307303.0
537,2013-07-30,21.075,13,5,21,medium,2,424.086156965952,0.0,5.0,1.0,0.0,1307305.0
538,2013-07-31,20.275,16,5,65,medium,4,144.745431773143,0.0,1.0,2.0,0.0,1307311.0
539,2013-07-31,20.275,16,5,65,medium,4,667.842224335937,0.0,2.0,2.0,0.0,1307312.0
540,2013-07-31,20.275,16,5,65,medium,4,321.075920611583,0.0,3.0,2.0,0.0,1307313.0
541,2013-07-31,20.275,16,5,65,medium,4,426.985804024935,0.0,5.0,2.0,0.0,1307315.0
542,2013-08-01,23.4,7,6,21,medium,2,157.854023011106,0.0,1.0,3.0,0.0,1308011.0
543,2013-08-01,23.4,7,6,21,medium,2,667.213719343287,0.0,2.0,3.0,0.0,1308012.0
544,2013-08-01,23.4,7,6,21,medium,2,304.830310037868,0.0,3.0,3.0,0.0,1308013.0
545,2013-08-01,23.4,7,6,21,medium,2,60.5614573229725,0.0,4.0,3.0,0.0,1308014.0
546,2013-08-01,23.4,7,6,21,medium,2,322.294307178179,0.0,5.0,3.0,0.0,1308015.0
547,2013-08-02,31.4375,7,0,14,high,2,117.359342094889,0.0,1.0,4.0,0.0,1308021.0
548,2013-08-02,31.4375,7,0,14,high,2,689.695100983376,0.0,2.0,4.0,0.0,1308022.0
549,2013-08-02,31.4375,7,0,14,high,2,379.526700654912,0.0,3.0,4.0,0.0,1308023.0
550,2013-08-02,31.4375,7,0,14,high,2,68.1222020855149,0.0,4.0,4.0,0.0,1308024.0
551,2013-08-02,31.4375,7,0,14,high,2,282.371517214865,0.0,5.0,4.0,0.0,1308025.0
552,2013-08-03,23.3625,11,4,63,medium,3,186.027178770079,0.0,1.0,5.0,0.0,1308031.0
553,2013-08-03,23.3625,11,4,63,medium,3,930.801703150498,0.0,2.0,5.0,0.0,1308032.0
554,2013-08-03,23.3625,11,4,63,medium,3,454.705780795563,0.0,3.0,5.0,0.0,1308033.0
555,2013-08-03,23.3625,11,4,63,medium,3,51.2749992906831,0.0,4.0,5.0,0.0,1308034.0
556,2013-08-03,23.3625,11,4,63,medium,3,399.283316370115,0.0,5.0,5.0,0.0,1308035.0
557,2013-08-04,23.05,8,3,22,medium,2,104.708216687715,0.0,1.0,6.0,0.0,1308041.0
558,2013-08-04,23.05,8,3,22,medium,2,862.752429028985,0.0,2.0,6.0,0.0,1308042.0
559,2013-08-04,23.05,8,3,22,medium,2,382.85648750844,0.0,3.0,6.0,0.0,1308043.0
560,2013-08-04,23.05,8,3,22,medium,2,67.1568816245378,0.0,4.0,6.0,0.0,1308044.0
561,2013-08-04,23.05,8,3,22,medium,2,461.704848992483,0.0,5.0,6.0,0.0,1308045.0
562,2013-08-05,25.8,10,0,1,high,1,146.775309890073,0.0,1.0,0.0,0.0,1308051.0
563,2013-08-05,25.8,10,0,1,high,1,520.947179812455,0.0,2.0,0.0,0.0,1308052.0
564,2013-08-05,25.8,10,0,1,high,1,331.615355447409,0.0,3.0,0.0,0.0,1308053.0
565,2013-08-05,25.8,10,0,1,high,1,354.247243408463,0.0,5.0,0.0,0.0,1308055.0
566,2013-08-06,22.225,13,5,21,medium,2,131.956277381283,0.0,1.0,1.0,0.0,1308061.0
567,2013-08-06,22.225,13,5,21,medium,2,498.920948322354,0.0,2.0,1.0,0.0,1308062.0
568,2013-08-06,22.225,13,5,21,medium,2,344.104806694018,0.0,3.0,1.0,0.0,1308063.0
569,2013-08-06,22.225,13,5,21,medium,2,69.705360420462,0.0,4.0,1.0,0.0,1308064.0
570,2013-08-06,22.225,13,5,21,medium,2,441.521507016938,0.0,5.0,1.0,0.0,1308065.0
571,2013-08-07,19.2125,8,4,17,medium,2,160.593417296116,0.0,1.0,2.0,0.0,1308071.0
572,2013-08-07,19.2125,8,4,17,medium,2,519.197204695832,0.0,2.0,2.0,0.0,1308072.0
573,2013-08-07,19.2125,8,4,17,medium,2,341.483544581514,0.0,3.0,2.0,0.0,1308073.0
574,2013-08-07,19.2125,8,4,17,medium,2,83.1094116270633,0.0,4.0,2.0,0.0,1308074.0
575,2013-08-07,19.2125,8,4,17,medium,2,423.850318191533,0.0,5.0,2.0,0.0,1308075.0
576,2013-08-08,16.975,12,7,20,low,2,153.099424561652,0.0,1.0,3.0,0.0,1308081.0
577,2013-08-08,16.975,12,7,20,low,2,486.25509543792,0.0,2.0,3.0,0.0,1308082.0
578,2013-08-08,16.975,12,7,20,low,2,298.005519792868,0.0,3.0,3.0,0.0,1308083.0
579,2013-08-08,16.975,12,7,20,low,2,96.7720958104522,0.0,4.0,3.0,0.0,1308084.0
580,2013-08-08,16.975,12,7,20,low,2,464.87537153539,0.0,5.0,3.0,0.0,1308085.0
581,2013-08-09,20.3375,10,4,21,medium,2,125.620344387906,0.0,1.0,4.0,0.0,1308091.0
582,2013-08-09,20.3375,10,4,21,medium,2,539.975155104136,0.0,2.0,4.0,0.0,1308092.0
583,2013-08-09,20.3375,10,4,21,medium,2,328.22992428157,0.0,3.0,4.0,0.0,1308093.0
584,2013-08-09,20.3375,10,4,21,medium,2,81.4817797241125,0.0,4.0,4.0,0.0,1308094.0
585,2013-08-09,20.3375,10,4,21,medium,2,450.085987485785,0.0,5.0,4.0,0.0,1308095.0
586,2013-08-10,19.3625,12,7,61,medium,3,185.177162656408,0.0,1.0,5.0,0.0,1308101.0
587,2013-08-10,19.3625,12,7,61,medium,3,614.511830668785,0.0,2.0,5.0,0.0,1308102.0
588,2013-08-10,19.3625,12,7,61,medium,3,351.617029216224,0.0,3.0,5.0,0.0,1308103.0
589,2013-08-10,19.3625,12,7,61,medium,3,59.9811123644503,0.0,4.0,5.0,0.0,1308104.0
590,2013-08-10,19.3625,12,7,61,medium,3,450.993337129113,0.0,5.0,5.0,0.0,1308105.0
591,2013-08-11,16.3875,9,7,61,medium,3,73.2088330039992,0.0,1.0,6.0,0.0,1308111.0
592,2013-08-11,16.3875,9,7,61,medium,3,666.9113081568,0.0,2.0,6.0,0.0,1308112.0
593,2013-08-11,16.3875,9,7,61,medium,3,341.033029953849,0.0,3.0,6.0,0.0,1308113.0
594,2013-08-11,16.3875,9,7,61,medium,3,60.7087857619079,0.0,4.0,6.0,0.0,1308114.0
595,2013-08-11,16.3875,9,7,61,medium,3,583.491717818235,0.0,5.0,6.0,0.0,1308115.0
596,2013-08-12,16.45,11,7,63,medium,3,154.504729536697,0.0,1.0,0.0,0.0,1308121.0
597,2013-08-12,16.45,11,7,63,medium,3,510.019126480035,0.0,2.0,0.0,0.0,1308122.0
598,2013-08-12,16.45,11,7,63,medium,3,253.6233554703,0.0,3.0,0.0,0.0,1308123.0
599,2013-08-12,16.45,11,7,63,medium,3,97.7406166426712,0.0,4.0,0.0,0.0,1308124.0
600,2013-08-12,16.45,11,7,63,medium,3,356.026341718574,0.0,5.0,0.0,0.0,1308125.0
601,2013-08-13,16.4,16,3,95,low,4,134.064451548102,0.0,1.0,1.0,0.0,1308131.0
602,2013-08-13,16.4,16,3,95,low,4,535.403212817658,0.0,2.0,1.0,0.0,1308132.0
603,2013-08-13,16.4,16,3,95,low,4,271.591283834177,0.0,3.0,1.0,0.0,1308133.0
604,2013-08-13,16.4,16,3,95,low,4,113.863641914766,0.0,4.0,1.0,0.0,1308134.0
605,2013-08-13,16.4,16,3,95,low,4,344.643463915453,0.0,5.0,1.0,0.0,1308135.0
606,2013-08-14,18.2625,18,4,61,medium,3,156.972510536869,0.0,1.0,2.0,0.0,1308141.0
607,2013-08-14,18.2625,18,4,61,medium,3,520.123590697437,0.0,2.0,2.0,0.0,1308142.0
608,2013-08-14,18.2625,18,4,61,medium,3,309.116290264651,0.0,3.0,2.0,0.0,1308143.0
609,2013-08-14,18.2625,18,4,61,medium,3,105.567865241887,0.0,4.0,2.0,0.0,1308144.0
610,2013-08-14,18.2625,18,4,61,medium,3,441.253111778104,0.0,5.0,2.0,0.0,1308145.0
611,2013-08-15,19.8,8,3,15,medium,2,164.763795399756,0.0,1.0,3.0,0.0,1308151.0
612,2013-08-15,19.8,8,3,15,medium,2,538.231262832354,0.0,2.0,3.0,0.0,1308152.0
613,2013-08-15,19.8,8,3,15,medium,2,266.575408936199,0.0,3.0,3.0,0.0,1308153.0
614,2013-08-15,19.8,8,3,15,medium,2,59.7561020638342,0.0,4.0,3.0,0.0,1308154.0
615,2013-08-15,19.8,8,3,15,medium,2,416.610037755781,0.0,5.0,3.0,0.0,1308155.0
616,2013-08-16,23.575,11,4,0,medium,1,147.79799759804,0.0,1.0,4.0,0.0,1308161.0
617,2013-08-16,23.575,11,4,0,medium,1,552.153714601025,0.0,2.0,4.0,0.0,1308162.0
618,2013-08-16,23.575,11,4,0,medium,1,241.76897512804,0.0,3.0,4.0,0.0,1308163.0
619,2013-08-16,23.575,11,4,0,medium,1,75.2564619591539,0.0,4.0,4.0,0.0,1308164.0
620,2013-08-16,23.575,11,4,0,medium,1,344.468629393561,0.0,5.0,4.0,0.0,1308165.0
621,2013-08-17,20.55,7,6,0,medium,1,221.630418006017,0.0,1.0,5.0,0.0,1308171.0
622,2013-08-17,20.55,7,6,0,medium,1,583.657434231324,0.0,2.0,5.0,0.0,1308172.0
623,2013-08-17,20.55,7,6,0,medium,1,280.170045804428,0.0,3.0,5.0,0.0,1308173.0
624,2013-08-17,20.55,7,6,0,medium,1,96.5293135082104,0.0,4.0,5.0,0.0,1308174.0
625,2013-08-17,20.55,7,6,0,medium,1,519.834929394153,0.0,5.0,5.0,0.0,1308175.0
626,2013-08-18,18.5875,10,7,63,medium,3,92.489778506026,0.0,1.0,6.0,0.0,1308181.0
627,2013-08-18,18.5875,10,7,63,medium,3,669.186211470815,0.0,2.0,6.0,0.0,1308182.0
628,2013-08-18,18.5875,10,7,63,medium,3,282.599786111443,0.0,3.0,6.0,0.0,1308183.0
629,2013-08-18,18.5875,10,7,63,medium,3,150.122396942697,0.0,4.0,6.0,0.0,1308184.0
630,2013-08-18,18.5875,10,7,63,medium,3,479.499541699925,0.0,5.0,6.0,0.0,1308185.0
631,2013-08-19,18.4875,8,5,51,medium,3,145.87913275728,0.0,1.0,0.0,0.0,1308191.0
632,2013-08-19,18.4875,8,5,51,medium,3,499.912512856933,0.0,2.0,0.0,0.0,1308192.0
633,2013-08-19,18.4875,8,5,51,medium,3,249.391160860983,0.0,3.0,0.0,0.0,1308193.0
634,2013-08-19,18.4875,8,5,51,medium,3,107.407999333161,0.0,4.0,0.0,0.0,1308194.0
635,2013-08-19,18.4875,8,5,51,medium,3,374.247117082749,0.0,5.0,0.0,0.0,1308195.0
636,2013-08-20,17.775,8,7,61,medium,3,111.842396126739,0.0,1.0,1.0,0.0,1308201.0
637,2013-08-20,17.775,8,7,61,medium,3,478.730297151576,0.0,2.0,1.0,0.0,1308202.0
638,2013-08-20,17.775,8,7,61,medium,3,257.620799680939,0.0,3.0,1.0,0.0,1308203.0
639,2013-08-20,17.775,8,7,61,medium,3,64.5022565329893,0.0,4.0,1.0,0.0,1308204.0
640,2013-08-20,17.775,8,7,61,medium,3,340.090359959321,0.0,5.0,1.0,0.0,1308205.0
641,2013-08-21,20.125,8,5,33,medium,2,125.336522713024,0.0,1.0,2.0,0.0,1308211.0
642,2013-08-21,20.125,8,5,33,medium,2,440.815636456397,0.0,2.0,2.0,0.0,1308212.0
643,2013-08-21,20.125,8,5,33,medium,2,271.133442105753,0.0,3.0,2.0,0.0,1308213.0
644,2013-08-21,20.125,8,5,33,medium,2,65.9210119267558,0.0,4.0,2.0,0.0,1308214.0
645,2013-08-21,20.125,8,5,33,medium,2,352.695324198643,0.0,5.0,2.0,0.0,1308215.0
646,2013-08-22,21.6625,8,4,30,medium,2,132.916428220302,0.0,1.0,3.0,0.0,1308221.0
647,2013-08-22,21.6625,8,4,30,medium,2,497.731338188322,0.0,2.0,3.0,0.0,1308222.0
648,2013-08-22,21.6625,8,4,30,medium,2,229.323435589195,0.0,3.0,3.0,0.0,1308223.0
649,2013-08-22,21.6625,8,4,30,medium,2,111.144301377526,0.0,4.0,3.0,0.0,1308224.0
650,2013-08-22,21.6625,8,4,30,medium,2,343.348933556103,0.0,5.0,3.0,0.0,1308225.0
651,2013-08-23,22.0375,14,1,15,medium,2,162.958958703106,0.0,1.0,4.0,0.0,1308231.0
