Unnamed: 0;Datum;Umsatz;Bewoelkung;Temperatur;Windgeschwindigkeit;Wettercode;KielerWoche;Warengruppe;id;Wochentag;temp_category;temp_rolling_7d;wettercode_agg;is_holiday
29;2013-07-06;361.866932797941;0.0;18.9625;8.0;-999.0;-999.0;5.0;1307065.0;5;medium;18.289285714285715;-999;0
30;2013-07-07;92.6377553788373;0.0;21.375;9.0;-999.0;-999.0;1.0;1307071.0;6;medium;19.34107142857143;-999;0
31;2013-07-07;695.25572963054;0.0;21.375;9.0;-999.0;-999.0;2.0;1307072.0;6;medium;19.34107142857143;-999;0
32;2013-07-07;279.665938833443;0.0;21.375;9.0;-999.0;-999.0;3.0;1307073.0;6;medium;19.34107142857143;-999;0
33;2013-07-07;94.6039024817053;0.0;21.375;9.0;-999.0;-999.0;4.0;1307074.0;6;medium;19.34107142857143;-999;0
34;2013-07-07;370.20960108863;0.0;21.375;9.0;-999.0;-999.0;5.0;1307075.0;6;medium;19.34107142857143;-999;0
35;2013-07-08;135.500244042392;0.0;22.725;10.0;5.0;-999.0;1.0;1307081.0;0;medium;20.039285714285715;2;0
36;2013-07-08;538.529249911711;0.0;22.725;10.0;5.0;-999.0;2.0;1307082.0;0;medium;20.039285714285715;2;0
37;2013-07-08;195.158794309303;0.0;22.725;10.0;5.0;-999.0;3.0;1307083.0;0;medium;20.039285714285715;2;0
38;2013-07-08;49.5000238633042;0.0;22.725;10.0;5.0;-999.0;4.0;1307084.0;0;medium;20.039285714285715;2;0
39;2013-07-08;285.233382496522;0.0;22.725;10.0;5.0;-999.0;5.0;1307085.0;0;medium;20.039285714285715;2;0
40;2013-07-09;136.048382778344;0.0;23.275;8.0;-999.0;-999.0;1.0;1307091.0;1;high;20.891071428571426;-999;0
41;2013-07-09;585.957264698849;0.0;23.275;8.0;-999.0;-999.0;2.0;1307092.0;1;high;20.891071428571426;-999;0
42;2013-07-09;245.808338509722;0.0;23.275;8.0;-999.0;-999.0;3.0;1307093.0;1;high;20.891071428571426;-999;0
43;2013-07-09;75.2089975834558;0.0;23.275;8.0;-999.0;-999.0;4.0;1307094.0;1;high;20.891071428571426;-999;0
44;2013-07-09;342.089345776475;0.0;23.275;8.0;-999.0;-999.0;5.0;1307095.0;1;high;20.891071428571426;-999;0
45;2013-07-10;135.132314289581;2.0;19.6875;13.0;5.0;-999.0;1.0;1307101.0;2;medium;20.692857142857143;2;0
46;2013-07-10;567.365764527953;2.0;19.6875;13.0;5.0;-999.0;2.0;1307102.0;2;medium;20.692857142857143;2;0
47;2013-07-10;265.109142544045;2.0;19.6875;13.0;5.0;-999.0;3.0;1307103.0;2;medium;20.692857142857143;2;0
48;2013-07-10;73.8056511129258;2.0;19.6875;13.0;5.0;-999.0;4.0;1307104.0;2;medium;20.692857142857143;2;0
49;2013-07-10;343.353066508123;2.0;19.6875;13.0;5.0;-999.0;5.0;1307105.0;2;medium;20.692857142857143;2;0
50;2013-07-11;138.549392636714;0.0;21.375;12.0;5.0;-999.0;1.0;1307111.0;3;medium;21.053571428571427;2;0
51;2013-07-11;569.109374584873;0.0;21.375;12.0;5.0;-999.0;2.0;1307112.0;3;medium;21.053571428571427;2;0
52;2013-07-11;234.65807920749;0.0;21.375;12.0;5.0;-999.0;3.0;1307113.0;3;medium;21.053571428571427;2;0
53;2013-07-11;68.6330279122302;0.0;21.375;12.0;5.0;-999.0;4.0;1307114.0;3;medium;21.053571428571427;2;0
54;2013-07-11;315.911756962233;0.0;21.375;12.0;5.0;-999.0;5.0;1307115.0;3;medium;21.053571428571427;2;0
55;2013-07-12;101.447511461298;0.0;20.2875;7.0;-999.0;-999.0;1.0;1307121.0;4;medium;21.098214285714285;-999;0
56;2013-07-12;600.267914678783;0.0;20.2875;7.0;-999.0;-999.0;2.0;1307122.0;4;medium;21.098214285714285;-999;0
57;2013-07-12;290.199097765019;0.0;20.2875;7.0;-999.0;-999.0;3.0;1307123.0;4;medium;21.098214285714285;-999;0
58;2013-07-12;362.802489634211;0.0;20.2875;7.0;-999.0;-999.0;5.0;1307125.0;4;medium;21.098214285714285;-999;0
59;2013-07-13;141.233309883732;1.0;20.125;12.0;-999.0;-999.0;1.0;1307131.0;5;medium;21.264285714285712;-999;0
60;2013-07-13;747.140776382576;1.0;20.125;12.0;-999.0;-999.0;2.0;1307132.0;5;medium;21.264285714285712;-999;0
61;2013-07-13;340.046632736531;1.0;20.125;12.0;-999.0;-999.0;3.0;1307133.0;5;medium;21.264285714285712;-999;0
62;2013-07-13;74.2744737887665;1.0;20.125;12.0;-999.0;-999.0;4.0;1307134.0;5;medium;21.264285714285712;-999;0
63;2013-07-13;359.166188843392;1.0;20.125;12.0;-999.0;-999.0;5.0;1307135.0;5;medium;21.264285714285712;-999;0
64;2013-07-14;112.524365708762;5.0;17.6875;15.0;5.0;-999.0;1.0;1307141.0;6;medium;20.7375;2;0
65;2013-07-14;777.048841669282;5.0;17.6875;15.0;5.0;-999.0;2.0;1307142.0;6;medium;20.7375;2;0
66;2013-07-14;320.626816189556;5.0;17.6875;15.0;5.0;-999.0;3.0;1307143.0;6;medium;20.7375;2;0
67;2013-07-14;115.271617188867;5.0;17.6875;15.0;5.0;-999.0;4.0;1307144.0;6;medium;20.7375;2;0
68;2013-07-14;461.082124524619;5.0;17.6875;15.0;5.0;-999.0;5.0;1307145.0;6;medium;20.7375;2;0
69;2013-07-15;161.264677322182;6.0;18.7375;12.0;-999.0;-999.0;1.0;1307151.0;0;medium;20.167857142857144;-999;0
70;2013-07-15;596.995099998235;6.0;18.7375;12.0;-999.0;-999.0;2.0;1307152.0;0;medium;20.167857142857144;-999;0
71;2013-07-15;243.526401440661;6.0;18.7375;12.0;-999.0;-999.0;3.0;1307153.0;0;medium;20.167857142857144;-999;0
72;2013-07-15;99.4935305857439;6.0;18.7375;12.0;-999.0;-999.0;4.0;1307154.0;0;medium;20.167857142857144;-999;0
73;2013-07-15;380.68369651152;6.0;18.7375;12.0;-999.0;-999.0;5.0;1307155.0;0;medium;20.167857142857144;-999;0
74;2013-07-16;116.821358174215;1.0;21.1875;10.0;-999.0;-999.0;1.0;1307161.0;1;medium;19.869642857142857;-999;0
75;2013-07-16;558.797138274201;1.0;21.1875;10.0;-999.0;-999.0;2.0;1307162.0;1;medium;19.869642857142857;-999;0
76;2013-07-16;287.415464972525;1.0;21.1875;10.0;-999.0;-999.0;3.0;1307163.0;1;medium;19.869642857142857;-999;0
77;2013-07-16;91.7796976081033;1.0;21.1875;10.0;-999.0;-999.0;4.0;1307164.0;1;medium;19.869642857142857;-999;0
78;2013-07-16;320.43533597922;1.0;21.1875;10.0;-999.0;-999.0;5.0;1307165.0;1;medium;19.869642857142857;-999;0
79;2013-07-17;150.572919592838;5.0;22.5125;8.0;-999.0;-999.0;1.0;1307171.0;2;medium;20.273214285714285;-999;0
80;2013-07-17;628.325718978073;5.0;22.5125;8.0;-999.0;-999.0;2.0;1307172.0;2;medium;20.273214285714285;-999;0
81;2013-07-17;301.777437970497;5.0;22.5125;8.0;-999.0;-999.0;3.0;1307173.0;2;medium;20.273214285714285;-999;0
82;2013-07-17;396.99424714406;5.0;22.5125;8.0;-999.0;-999.0;5.0;1307175.0;2;medium;20.273214285714285;-999;0
83;2013-07-18;101.90072129658;1.0;23.25;11.0;5.0;-999.0;1.0;1307181.0;3;medium;20.541071428571428;2;0
84;2013-07-18;647.822253705942;1.0;23.25;11.0;5.0;-999.0;2.0;1307182.0;3;medium;20.541071428571428;2;0
85;2013-07-18;250.426586853024;1.0;23.25;11.0;5.0;-999.0;3.0;1307183.0;3;medium;20.541071428571428;2;0
86;2013-07-18;89.2058404577425;1.0;23.25;11.0;5.0;-999.0;4.0;1307184.0;3;medium;20.541071428571428;2;0
87;2013-07-18;300.398790118057;1.0;23.25;11.0;5.0;-999.0;5.0;1307185.0;3;medium;20.541071428571428;2;0
88;2013-07-19;161.63511518654;3.0;22.475;16.0;5.0;-999.0;1.0;1307191.0;4;medium;20.853571428571428;2;0
89;2013-07-19;646.788959790823;3.0;22.475;16.0;5.0;-999.0;2.0;1307192.0;4;medium;20.853571428571428;2;0
90;2013-07-19;287.18828629416;3.0;22.475;16.0;5.0;-999.0;3.0;1307193.0;4;medium;20.853571428571428;2;0
91;2013-07-19;62.0636098816993;3.0;22.475;16.0;5.0;-999.0;4.0;1307194.0;4;medium;20.853571428571428;2;0
92;2013-07-19;369.400389277533;3.0;22.475;16.0;5.0;-999.0;5.0;1307195.0;4;medium;20.853571428571428;2;0
93;2013-07-20;134.328076682024;0.0;23.1875;8.0;-999.0;-999.0;1.0;1307201.0;5;medium;21.291071428571428;-999;0
94;2013-07-20;843.051280035386;0.0;23.1875;8.0;-999.0;-999.0;2.0;1307202.0;5;medium;21.291071428571428;-999;0
95;2013-07-20;394.765674710477;0.0;23.1875;8.0;-999.0;-999.0;3.0;1307203.0;5;medium;21.291071428571428;-999;0
96;2013-07-20;69.9369965472912;0.0;23.1875;8.0;-999.0;-999.0;4.0;1307204.0;5;medium;21.291071428571428;-999;0
97;2013-07-20;346.154004294146;0.0;23.1875;8.0;-999.0;-999.0;5.0;1307205.0;5;medium;21.291071428571428;-999;0
98;2013-07-21;66.2887578161955;0.0;26.375;8.0;-999.0;-999.0;1.0;1307211.0;6;high;22.532142857142855;-999;0
99;2013-07-21;815.942264195776;0.0;26.375;8.0;-999.0;-999.0;2.0;1307212.0;6;high;22.532142857142855;-999;0
100;2013-07-21;346.658236387984;0.0;26.375;8.0;-999.0;-999.0;3.0;1307213.0;6;high;22.532142857142855;-999;0
101;2013-07-21;82.6826868784511;0.0;26.375;8.0;-999.0;-999.0;4.0;1307214.0;6;high;22.532142857142855;-999;0
102;2013-07-21;287.443788531561;0.0;26.375;8.0;-999.0;-999.0;5.0;1307215.0;6;high;22.532142857142855;-999;0
103;2013-07-22;131.223948997842;0.0;26.1;9.0;-999.0;-999.0;1.0;1307221.0;0;medium;23.583928571428572;-999;0
104;2013-07-22;647.682748973215;0.0;26.1;9.0;-999.0;-999.0;2.0;1307222.0;0;medium;23.583928571428572;-999;0
105;2013-07-22;297.712614415266;0.0;26.1;9.0;-999.0;-999.0;3.0;1307223.0;0;medium;23.583928571428572;-999;0
106;2013-07-22;99.3353908053911;0.0;26.1;9.0;-999.0;-999.0;4.0;1307224.0;0;medium;23.583928571428572;-999;0
107;2013-07-22;356.484067206325;0.0;26.1;9.0;-999.0;-999.0;5.0;1307225.0;0;medium;23.583928571428572;-999;0
108;2013-07-23;110.315246796665;0.0;24.95;12.0;-999.0;-999.0;1.0;1307231.0;1;medium;24.12142857142857;-999;0
109;2013-07-23;691.043662205889;0.0;24.95;12.0;-999.0;-999.0;2.0;1307232.0;1;medium;24.12142857142857;-999;0
110;2013-07-23;323.301431663341;0.0;24.95;12.0;-999.0;-999.0;3.0;1307233.0;1;medium;24.12142857142857;-999;0
111;2013-07-23;70.5290024618065;0.0;24.95;12.0;-999.0;-999.0;4.0;1307234.0;1;medium;24.12142857142857;-999;0
112;2013-07-23;316.29681714496;0.0;24.95;12.0;-999.0;-999.0;5.0;1307235.0;1;medium;24.12142857142857;-999;0
113;2013-07-24;141.891908195545;3.0;24.075;11.0;-999.0;-999.0;1.0;1307241.0;2;medium;24.344642857142855;-999;0
114;2013-07-24;698.340862077002;3.0;24.075;11.0;-999.0;-999.0;2.0;1307242.0;2;medium;24.344642857142855;-999;0
115;2013-07-24;328.023102507764;3.0;24.075;11.0;-999.0;-999.0;3.0;1307243.0;2;medium;24.344642857142855;-999;0
116;2013-07-24;83.5816326885927;3.0;24.075;11.0;-999.0;-999.0;4.0;1307244.0;2;medium;24.344642857142855;-999;0
117;2013-07-24;327.339400651794;3.0;24.075;11.0;-999.0;-999.0;5.0;1307245.0;2;medium;24.344642857142855;-999;0
118;2013-07-25;167.701216640907;2.0;23.0875;9.0;-999.0;-999.0;1.0;1307251.0;3;medium;24.321428571428573;-999;0
119;2013-07-25;681.250768331783;2.0;23.0875;9.0;-999.0;-999.0;2.0;1307252.0;3;medium;24.321428571428573;-999;0
120;2013-07-25;280.809721012322;2.0;23.0875;9.0;-999.0;-999.0;3.0;1307253.0;3;medium;24.321428571428573;-999;0
121;2013-07-25;65.8902979709521;2.0;23.0875;9.0;-999.0;-999.0;4.0;1307254.0;3;medium;24.321428571428573;-999;0
122;2013-07-25;303.192537586556;2.0;23.0875;9.0;-999.0;-999.0;5.0;1307255.0;3;medium;24.321428571428573;-999;0
123;2013-07-26;147.272084366206;3.0;27.2625;6.0;-999.0;-999.0;1.0;1307261.0;4;medium;25.005357142857147;-999;0
124;2013-07-26;718.016648132155;3.0;27.2625;6.0;-999.0;-999.0;2.0;1307262.0;4;medium;25.005357142857147;-999;0
125;2013-07-26;352.293883343641;3.0;27.2625;6.0;-999.0;-999.0;3.0;1307263.0;4;medium;25.005357142857147;-999;0
126;2013-07-26;53.1984562311259;3.0;27.2625;6.0;-999.0;-999.0;4.0;1307264.0;4;medium;25.005357142857147;-999;0
127;2013-07-26;331.522091778847;3.0;27.2625;6.0;-999.0;-999.0;5.0;1307265.0;4;medium;25.005357142857147;-999;0
128;2013-07-27;161.403357795112;1.0;26.1625;10.0;-999.0;-999.0;1.0;1307271.0;5;medium;25.430357142857144;-999;0
129;2013-07-27;855.619095347599;1.0;26.1625;10.0;-999.0;-999.0;2.0;1307272.0;5;medium;25.430357142857144;-999;0
130;2013-07-27;382.965879977945;1.0;26.1625;10.0;-999.0;-999.0;3.0;1307273.0;5;medium;25.430357142857144;-999;0
131;2013-07-27;358.892714466409;1.0;26.1625;10.0;-999.0;-999.0;5.0;1307275.0;5;medium;25.430357142857144;-999;0
132;2013-07-28;86.0791432446654;4.0;24.8875;13.0;61.0;-999.0;1.0;1307281.0;6;medium;25.217857142857145;3;0
133;2013-07-28;871.802546455837;4.0;24.8875;13.0;61.0;-999.0;2.0;1307282.0;6;medium;25.217857142857145;3;0
134;2013-07-28;360.096105223697;4.0;24.8875;13.0;61.0;-999.0;3.0;1307283.0;6;medium;25.217857142857145;3;0
135;2013-07-28;437.824795495097;4.0;24.8875;13.0;61.0;-999.0;5.0;1307285.0;6;medium;25.217857142857145;3;0
136;2013-07-29;183.564164400591;1.0;22.7875;10.0;-999.0;-999.0;1.0;1307291.0;0;medium;24.744642857142853;-999;0
137;2013-07-29;672.50214523923;1.0;22.7875;10.0;-999.0;-999.0;2.0;1307292.0;0;medium;24.744642857142853;-999;0
138;2013-07-29;356.033434735079;1.0;22.7875;10.0;-999.0;-999.0;3.0;1307293.0;0;medium;24.744642857142853;-999;0
139;2013-07-29;368.951029057165;1.0;22.7875;10.0;-999.0;-999.0;5.0;1307295.0;0;medium;24.744642857142853;-999;0
140;2013-07-30;132.111640117897;5.0;21.075;13.0;21.0;-999.0;1.0;1307301.0;1;medium;24.19107142857143;2;0
141;2013-07-30;690.117757120039;5.0;21.075;13.0;21.0;-999.0;2.0;1307302.0;1;medium;24.19107142857143;2;0
142;2013-07-30;354.531775116541;5.0;21.075;13.0;21.0;-999.0;3.0;1307303.0;1;medium;24.19107142857143;2;0
143;2013-07-30;424.086156965952;5.0;21.075;13.0;21.0;-999.0;5.0;1307305.0;1;medium;24.19107142857143;2;0
144;2013-07-31;144.745431773143;5.0;20.275;16.0;65.0;-999.0;1.0;1307311.0;2;medium;23.64821428571429;4;0
145;2013-07-31;667.842224335937;5.0;20.275;16.0;65.0;-999.0;2.0;1307312.0;2;medium;23.64821428571429;4;0
146;2013-07-31;321.075920611583;5.0;20.275;16.0;65.0;-999.0;3.0;1307313.0;2;medium;23.64821428571429;4;0
147;2013-07-31;426.985804024935;5.0;20.275;16.0;65.0;-999.0;5.0;1307315.0;2;medium;23.64821428571429;4;0
148;2013-08-01;157.854023011106;6.0;23.4;7.0;21.0;-999.0;1.0;1308011.0;3;medium;23.692857142857143;2;0
149;2013-08-01;667.213719343287;6.0;23.4;7.0;21.0;-999.0;2.0;1308012.0;3;medium;23.692857142857143;2;0
150;2013-08-01;304.830310037868;6.0;23.4;7.0;21.0;-999.0;3.0;1308013.0;3;medium;23.692857142857143;2;0
151;2013-08-01;60.5614573229725;6.0;23.4;7.0;21.0;-999.0;4.0;1308014.0;3;medium;23.692857142857143;2;0
152;2013-08-01;322.294307178179;6.0;23.4;7.0;21.0;-999.0;5.0;1308015.0;3;medium;23.692857142857143;2;0
153;2013-08-02;117.359342094889;0.0;31.4375;7.0;-999.0;-999.0;1.0;1308021.0;4;high;24.28928571428571;-999;0
154;2013-08-02;689.695100983376;0.0;31.4375;7.0;-999.0;-999.0;2.0;1308022.0;4;high;24.28928571428571;-999;0
155;2013-08-02;379.526700654912;0.0;31.4375;7.0;-999.0;-999.0;3.0;1308023.0;4;high;24.28928571428571;-999;0
156;2013-08-02;68.1222020855149;0.0;31.4375;7.0;-999.0;-999.0;4.0;1308024.0;4;high;24.28928571428571;-999;0
157;2013-08-02;282.371517214865;0.0;31.4375;7.0;-999.0;-999.0;5.0;1308025.0;4;high;24.28928571428571;-999;0
158;2013-08-03;186.027178770079;4.0;23.3625;11.0;63.0;-999.0;1.0;1308031.0;5;medium;23.889285714285712;3;0
159;2013-08-03;930.801703150498;4.0;23.3625;11.0;63.0;-999.0;2.0;1308032.0;5;medium;23.889285714285712;3;0
160;2013-08-03;454.705780795563;4.0;23.3625;11.0;63.0;-999.0;3.0;1308033.0;5;medium;23.889285714285712;3;0
161;2013-08-03;51.2749992906831;4.0;23.3625;11.0;63.0;-999.0;4.0;1308034.0;5;medium;23.889285714285712;3;0
162;2013-08-03;399.283316370115;4.0;23.3625;11.0;63.0;-999.0;5.0;1308035.0;5;medium;23.889285714285712;3;0
163;2013-08-04;104.708216687715;3.0;23.05;8.0;-999.0;-999.0;1.0;1308041.0;6;medium;23.626785714285713;-999;0
164;2013-08-04;862.752429028985;3.0;23.05;8.0;-999.0;-999.0;2.0;1308042.0;6;medium;23.626785714285713;-999;0
165;2013-08-04;382.85648750844;3.0;23.05;8.0;-999.0;-999.0;3.0;1308043.0;6;medium;23.626785714285713;-999;0
166;2013-08-04;67.1568816245378;3.0;23.05;8.0;-999.0;-999.0;4.0;1308044.0;6;medium;23.626785714285713;-999;0
167;2013-08-04;461.704848992483;3.0;23.05;8.0;-999.0;-999.0;5.0;1308045.0;6;medium;23.626785714285713;-999;0
168;2013-08-05;146.775309890073;0.0;25.8;10.0;-999.0;-999.0;1.0;1308051.0;0;high;24.057142857142857;-999;0
169;2013-08-05;520.947179812455;0.0;25.8;10.0;-999.0;-999.0;2.0;1308052.0;0;high;24.057142857142857;-999;0
170;2013-08-05;331.615355447409;0.0;25.8;10.0;-999.0;-999.0;3.0;1308053.0;0;high;24.057142857142857;-999;0
171;2013-08-05;354.247243408463;0.0;25.8;10.0;-999.0;-999.0;5.0;1308055.0;0;high;24.057142857142857;-999;0
172;2013-08-06;131.956277381283;5.0;22.225;13.0;-999.0;-999.0;1.0;1308061.0;1;medium;24.221428571428568;-999;0
173;2013-08-06;498.920948322354;5.0;22.225;13.0;-999.0;-999.0;2.0;1308062.0;1;medium;24.221428571428568;-999;0
174;2013-08-06;344.104806694018;5.0;22.225;13.0;-999.0;-999.0;3.0;1308063.0;1;medium;24.221428571428568;-999;0
175;2013-08-06;69.705360420462;5.0;22.225;13.0;-999.0;-999.0;4.0;1308064.0;1;medium;24.221428571428568;-999;0
176;2013-08-06;441.521507016938;5.0;22.225;13.0;-999.0;-999.0;5.0;1308065.0;1;medium;24.221428571428568;-999;0
177;2013-08-07;160.593417296116;4.0;19.2125;8.0;-999.0;-999.0;1.0;1308071.0;2;medium;24.069642857142856;-999;0
178;2013-08-07;519.197204695832;4.0;19.2125;8.0;-999.0;-999.0;2.0;1308072.0;2;medium;24.069642857142856;-999;0
179;2013-08-07;341.483544581514;4.0;19.2125;8.0;-999.0;-999.0;3.0;1308073.0;2;medium;24.069642857142856;-999;0
180;2013-08-07;83.1094116270633;4.0;19.2125;8.0;-999.0;-999.0;4.0;1308074.0;2;medium;24.069642857142856;-999;0
181;2013-08-07;423.850318191533;4.0;19.2125;8.0;-999.0;-999.0;5.0;1308075.0;2;medium;24.069642857142856;-999;0
182;2013-08-08;153.099424561652;7.0;16.975;12.0;20.0;-999.0;1.0;1308081.0;3;low;23.151785714285715;2;0
183;2013-08-08;486.25509543792;7.0;16.975;12.0;20.0;-999.0;2.0;1308082.0;3;low;23.151785714285715;2;0
184;2013-08-08;298.005519792868;7.0;16.975;12.0;20.0;-999.0;3.0;1308083.0;3;low;23.151785714285715;2;0
185;2013-08-08;96.7720958104522;7.0;16.975;12.0;20.0;-999.0;4.0;1308084.0;3;low;23.151785714285715;2;0
186;2013-08-08;464.87537153539;7.0;16.975;12.0;20.0;-999.0;5.0;1308085.0;3;low;23.151785714285715;2;0
187;2013-08-09;125.620344387906;4.0;20.3375;10.0;21.0;-999.0;1.0;1308091.0;4;medium;21.56607142857143;2;0
188;2013-08-09;539.975155104136;4.0;20.3375;10.0;21.0;-999.0;2.0;1308092.0;4;medium;21.56607142857143;2;0
189;2013-08-09;328.22992428157;4.0;20.3375;10.0;21.0;-999.0;3.0;1308093.0;4;medium;21.56607142857143;2;0
190;2013-08-09;81.4817797241125;4.0;20.3375;10.0;21.0;-999.0;4.0;1308094.0;4;medium;21.56607142857143;2;0
191;2013-08-09;450.085987485785;4.0;20.3375;10.0;21.0;-999.0;5.0;1308095.0;4;medium;21.56607142857143;2;0
192;2013-08-10;185.177162656408;7.0;19.3625;12.0;61.0;-999.0;1.0;1308101.0;5;medium;20.994642857142857;3;0
193;2013-08-10;614.511830668785;7.0;19.3625;12.0;61.0;-999.0;2.0;1308102.0;5;medium;20.994642857142857;3;0
194;2013-08-10;351.617029216224;7.0;19.3625;12.0;61.0;-999.0;3.0;1308103.0;5;medium;20.994642857142857;3;0
195;2013-08-10;59.9811123644503;7.0;19.3625;12.0;61.0;-999.0;4.0;1308104.0;5;medium;20.994642857142857;3;0
196;2013-08-10;450.993337129113;7.0;19.3625;12.0;61.0;-999.0;5.0;1308105.0;5;medium;20.994642857142857;3;0
197;2013-08-11;73.2088330039992;7.0;16.3875;9.0;61.0;-999.0;1.0;1308111.0;6;medium;20.042857142857144;3;0
198;2013-08-11;666.9113081568;7.0;16.3875;9.0;61.0;-999.0;2.0;1308112.0;6;medium;20.042857142857144;3;0
199;2013-08-11;341.033029953849;7.0;16.3875;9.0;61.0;-999.0;3.0;1308113.0;6;medium;20.042857142857144;3;0
200;2013-08-11;60.7087857619079;7.0;16.3875;9.0;61.0;-999.0;4.0;1308114.0;6;medium;20.042857142857144;3;0
201;2013-08-11;583.491717818235;7.0;16.3875;9.0;61.0;-999.0;5.0;1308115.0;6;medium;20.042857142857144;3;0
202;2013-08-12;154.504729536697;7.0;16.45;11.0;63.0;-999.0;1.0;1308121.0;0;medium;18.707142857142856;3;0
203;2013-08-12;510.019126480035;7.0;16.45;11.0;63.0;-999.0;2.0;1308122.0;0;medium;18.707142857142856;3;0
204;2013-08-12;253.6233554703;7.0;16.45;11.0;63.0;-999.0;3.0;1308123.0;0;medium;18.707142857142856;3;0
205;2013-08-12;97.7406166426712;7.0;16.45;11.0;63.0;-999.0;4.0;1308124.0;0;medium;18.707142857142856;3;0
206;2013-08-12;356.026341718574;7.0;16.45;11.0;63.0;-999.0;5.0;1308125.0;0;medium;18.707142857142856;3;0
207;2013-08-13;134.064451548102;3.0;16.4;16.0;95.0;-999.0;1.0;1308131.0;1;low;17.875;4;0
208;2013-08-13;535.403212817658;3.0;16.4;16.0;95.0;-999.0;2.0;1308132.0;1;low;17.875;4;0
209;2013-08-13;271.591283834177;3.0;16.4;16.0;95.0;-999.0;3.0;1308133.0;1;low;17.875;4;0
210;2013-08-13;113.863641914766;3.0;16.4;16.0;95.0;-999.0;4.0;1308134.0;1;low;17.875;4;0
